Id,Url,Region,Region_url,Price,Year,Manufacturer,Model,Condition,Cylinders,Fuel,Odometer,Title_Status,Transmission,Vin,Drive,Size,Type,Paint_Color,Image_url,Description,State,Latitude,Longitude
7049297867,https://houston.craigslist.org/ctd/d/houston-2012-chevrolet-impala/7049297867.html,houston,https://houston.craigslist.org,4900,2012,chevrolet,impala,excellent,4 cylinders,diesel,122461,clean,automatic,2G1WF5E30C1154329,fwd,full-size,sedan,white,https://images.craigslist.org/00C0C_aFKoc1JpPZQ_600x450.jpg,"clean title, Car is in Great condition.  Our business is called Auto Selection INC. Website: a5autosales.com",tx,29.6633,-95.5521
7037116320,https://myrtlebeach.craigslist.org/ctd/d/myrtle-beach-2016-chevrolet-silverado/7037116320.html,myrtle beach,https://myrtlebeach.craigslist.org,35995,2016,chevrolet,silverado 1500,good,8 cylinders,gas,35898,clean,automatic,1GCVKREC4GZ165465,4wd,full-size,truck,red,https://images.craigslist.org/00D0D_l0SF0RdOaq3_600x450.jpg,"Affordable Automobiles,Â South Carolina's Commercial Vehicle HeadquartersÂ Find us at both locations 7794 Hwy 544 Myrtle Beach, SC, 29588 or Â Â 749 Jason Blvd Myrtle Beach, SC, 29577.www.affautosonline.comWho we areIf you are searching for a quality commercial vehicle that's sensibly priced, you have come to the right place! We are one of the most trusted commercial dealers in the Southeast! Having been in business for over 10 years, with a combined 100 years of industry experience, we believe we have the best selection of fleet maintained, one owner, commercial work vehicles anywhere around. Â All of our titles are clean and we offer warranties ranging from 90 days up to 5 years or 120,000 miles, now that is a lot of coverage!Â  We have an A+ BBB rating and are one of the only local independent non-franchise dealers registered with the Myrtle Beach Chamber of Commerce. Â Come join the familyWhether your in the market for one of our fabulous commercial vehicles or simply need service on your fleet or personal vehicle, Affordable Automobiles is your one stop shop for all your automotive needs. Our service work is performed by ASE certified mechanics and is covered by a nationwide warranty from the Tech Net Auto Group. We are also familiar with and deal with many warranty companies, ARI, Lease Plan, Enterprise and Element to name a few, so leave the paperwork up to us.  Â We believe all roads lead to Affordable, come find out what hassle free commercial vehicle buying is all about, come join the Affordable Family.Â We offer:  - NATIONWIDE warranties, Keeping you covered all the way to the battery no matter where you are.  - Ladder Racks and bins/shelves to suit the diverse needs of our clients. - Extended vans, high tops, box trucks, KUV utility bodies, flatbeds, and more! - Need something unique? We can find it for you!  - All vehicles safety inspected in our service department by ASE Master Technicians   - Fair prices, and the best selection in the south east!!!- And don't forget to ask about our nationwide delivery service available to all of our customers!Enjoy the information on this 2016 Chevrolet Silverado 1500 LT Double Cab 4WD  2016 - Chevrolet - Silverado 1500 Stock #: 4832 VIN: 1GCVKREC4GZ165465  Vehicle Options: Alloy WheelsCargo Area TiedownsChild Safety Door LocksDaytime Running LightsDriver AirbagFront Side AirbagFront Split Bench SeatHigh Intensity Discharge HeadlightsInterval WipersKeyless EntryLeather Steering WheelPassenger AirbagPower WindowsSide Head Curtain AirbagSteering Wheel Mounted ControlsTelematics SystemTire Pressure MonitorTraction ControlTrip ComputerVehicle Stability Control SystemVoice Activated TelephoneCruiseWe get new inventory daily and can find what you are looking for. Give us a call and allow us to take the hassle out of your commercial vehicle search  Visit our website:http://www.affautosonline.com to view full current inventory.Call our Sales Team at 843-712-2690 for more information.Â   Feel free to fill out an online credit application atÂ https://ssl-wwwaffautosonlinecom.dcs-cms.com/creditapp.aspxWe will contact you as soon as we can to go over your options.-Affordable Automobiles and Commercial Trucks/Vans--Sales, Service, and Tires-  749 Jason Blvd.  Myrtle Beach SC, 29577Office: (843)712-2690  or7794 Hwy 544Myrtle Beach SC, 29588Office: (843) 796-4586BatchID: RUMN1MU6BOID: 12839175",sc,33.7115,-78.9096
7036046176,https://savannah.craigslist.org/ctd/d/waycross-2016-ram-1500-slt-quad-cab-4wd/7036046176.html,savannah / hinesville,https://savannah.craigslist.org,19900,2016,ram,1500,good,8 cylinders,gas,129743,clean,automatic,1C6RR7GT9GS199755,4wd,full-size,truck,white,https://images.craigslist.org/00404_3rHi2B8S7CZ_600x450.jpg,"2016 RAM 1500 SLT Quad Cab 4WD - $19,900  Year: 2016 Make:RAM Model:1500 Trim:SLT Quad Cab 4WD Mileage:129,743 Stock #:3176 VIN:1C6RR7GT9GS199755 Trans:Automatic Color:White Vehicle Type:Truck State:GA Drive Train:4WD Engine:5.7L V8 OHV 16V  Notes   Vehicle Options Alloy WheelsChild Safety Door LocksDriver AirbagFront Side AirbagFront Split Bench SeatInterval WipersKeyless EntryPassenger AirbagPower WindowsSide Head Curtain AirbagSteering Wheel Mounted ControlsTelematics SystemTire Pressure MonitorTraction ControlTrip ComputerVehicle Stability Control SystemVoice Activated Telephone  Rod's Rides Inc. Rodney Smith 447 State St. Waycross GA 31501 912-283-0369BatchID: 5SEZJ6AS16ID: 13582549",ga,31.2178,-82.3577
7037736077,https://odessa.craigslist.org/ctd/d/comanche-2018-chevrolet-camaro-zl1-coupe/7037736077.html,odessa / midland,https://odessa.craigslist.org,53990,2018,chevrolet,camaro,excellent,8 cylinders,gas,11301,clean,automatic,1G1FK1R65J0108836,rwd,compact,coupe,white,https://images.craigslist.org/00p0p_cKRD9Jn3J5T_600x450.jpg,"2018 Chevrolet Camaro ZL1 - Summit White   Available at:  Delivery available upon request!    â CALL or TEXT Matt at (432) 286-1546 use extension: 0027 Please call between 8:00 am and 6:00 pm    â Vehicle Website:  http://classifieds.usedcar.zone/r?P=13654009&U=1  â FINANCE APPLICATION:  http://classifieds.usedcar.zone/r?P=13654009&U=3     	Year: 2018 	Make: Chevrolet 	Model: Camaro 	Miles: 11301 	Exterior Color: Summit White 	Interior Color: Jet Black With Red Accents 	Series ZL1 	Engine: V8 	Doors: 2 	Stock #: 45184 	VIN: 1G1FK1R65J0108836  														 Seller Notes:  CARFAX One-Owner. Summit White 2018 Chevrolet Camaro ZL1 RWD 10-Speed Automatic 6.2L V8 Supercharged   Call us directly at  ! Delivery available upon request!, 2018 Chevrolet Camaro ZL1    Equipment & Feature List:   Preferred Equipment Group Zl19 SpeakersAm/Fm Radio: SiriusxmBose Premium 9-Speaker Audio System FeaturePremium Audio System: Chevrolet MylinkRadio Data SystemRadio: Chevrolet Mylink Audio SystemRadio: Chevrolet Mylink W/NavigationSiriusxm Satellite RadioAir ConditioningAutomatic Temperature ControlFront Dual Zone A/CRear Window Defroster6-Way Power Front Passenger Seat Adjuster8-Way Power Driver Seat AdjusterHeads-Up DisplayMemory SeatPower Driver SeatPower SteeringPower WindowsRemote Keyless EntryRemote Vehicle Starter SystemSteering Wheel Mounted Audio ControlsFour Wheel Independent SuspensionSpeed-Sensing SteeringTraction Control4-Wheel Disc BrakesAbs BrakesDual Front Impact AirbagsDual Front Side Impact AirbagsEmergency Communication System: Onstar GuidanceFront Anti-Roll BarKnee AirbagLow Tire Pressure WarningOccupant Sensing AirbagOverhead AirbagRear Anti-Roll BarBlind Spot Sensor: Lane Change Alert With Side Blind Zone Alert WarningBrake AssistElectronic Stability ControlExterior Parking Camera RearRear Parking SensorsDelay-Off HeadlightsFront Fog LightsFully Automatic HeadlightsHigh-Intensity Discharge HeadlightsPanic AlarmSecurity SystemSpeed ControlAuto-Dimming Door MirrorsBumpers: Body-ColorFront License Plate BracketHeated Door MirrorsPaddle-Shift Manual ControlsPower Door MirrorsSpoiler2 Usb Ports & Auxiliary Input JackAuto-Dimming Rear-View MirrorCompassDriver Door BinDriver Vanity MirrorFront Reading LightsGarage Door TransmitterHeated Steering WheelIlluminated EntryOutside Temperature DisplayPassenger Vanity MirrorRecaro Performance Front Bucket SeatsSport Steering WheelTachometerTelescoping Steering WheelTilt Steering WheelTrip ComputerVoltmeterFront Bucket SeatsFront Center ArmrestHeated Driver & Front Passenger SeatsHeated Front SeatsLeather-Trimmed Seat Trim W/Sueded InsertsPower Passenger SeatVentilated Driver & Front Passenger SeatsVentilated Front SeatsPassenger Door BinAlloy WheelsWheels: 20 X 10 Fr & 20 X 11 Rr Dark GraphiteVariably Intermittent Wipers2.85 Rear Axle Ratio     This Chevrolet Camaro is offered by:  Bayer Motor Co      1101 W Central Ave   Comanche, TX 76442      Phone: (432) 286-1546 ext: 0027    DISCLAIMER:   While every reasonable effort is made to ensure the accuracy of the information for this *Chevrolet Camaro*, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Bayer Motor Co at (432) 286-1546.     2018 Chevrolet Camaro ZL1 || 13654009 || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 || Chevrolet || Camaro || ZL1 || Bayer Motor Co || 2D Coupe || Chevrolet Camaro || Used Cars || Comanche || Used Lot || Truck ||  Van || Minivan || SUV || Used Car || Sedan || Wholesale Pricing || Chevrolet Camaro || 2018 Chevrolet Camaro || Chevrolet Camaro ZL1 || Camaro ZL1 || Summit White || 2018 *Chevrolet Camaro* ZL1 || 2D Coupe || Chevrolet 2D Coupe || Camaro 2D Coupe  	   Ad managed by DetroitTrading      Camaro Hard to Find 2D Coupe    4322861546",tx,31.9116,-98.6082
7049078995,https://lawton.craigslist.org/ctd/d/norman-2016-chevrolet-silverado-2500hd/7049078995.html,lawton,https://lawton.craigslist.org,40247,2016,chevrolet,silverado 2500hd,like new,8 cylinders,diesel,38000,clean,automatic,,4wd,full-size,truck,grey,https://images.craigslist.org/00c0c_gioSBuh1592_600x450.jpg,2016 Chevrolet Silverado 2500HD Lt clean car facts one owner Z71 Off Road Package  Power Driver Seat Bed Liner back up camera  blue Tooth  Fog lights Diesel  Remote Start B &W Hitch! One Owner Clean Car Facts w/ Factory Warranty Remaining!   Call or text (405)-694-5444 Financing avaialble  payments figured on 72 months w/ zero down and a 4.99 % apr WAC   PAYMENTS AS LOW AS $648 A MONTH W/ ZERO DOWN!                                                                       Product of Landers CJDR of Norman,ok,35.2204,-97.4577
7049864469,https://philadelphia.craigslist.org/cto/d/philadelphia-toyota-tacoma-2005-clean/7049864469.html,philadelphia,https://philadelphia.craigslist.org,8500,2005,toyota,tacoma,excellent,6 cylinders,gas,190000,clean,automatic,,4wd,full-size,truck,blue,https://images.craigslist.org/01212_fwmUa3EKBdZ_600x450.jpg,"Clean title, 4x4, LED LIGHTS and much more",pa,40.017,-75.094
7040036165,https://albany.craigslist.org/cto/d/porter-corners-2002-gmc-sierra-4-4/7040036165.html,albany,https://albany.craigslist.org,6250,2002,gmc,sierra 1500,good,8 cylinders,gas,90770,clean,automatic,2GTEK19T321424217,4wd,full-size,pickup,red,https://images.craigslist.org/00x0x_elYgiVLHoop_600x450.jpg,"2002 GMC SIERRA 1500, 4 X 4, 5.3 ltr. motor, extended cab, 6 1/2 ft. bed, 90770 actual miles. A good work truck for anyone. Cloth interior, p/s, p/w, p/locks, p/seats, p/brakes, p/mirrors, AM/FM/CD/Cassette player. Tinted rear windows, auto darkening rear view mirror, trailer hitch, bed liner, $6250. OBO.",ny,43.1724,-73.8839
7045766281,https://flint.craigslist.org/ctd/d/lapeer-chevy-silverado-high-country-4x4/7045766281.html,flint,https://flint.craigslist.org,44995,2018,chevrolet,silverado 1500,like new,8 cylinders,gas,10311,clean,automatic,,4wd,full-size,pickup,blue,https://images.craigslist.org/01212_imYqFJwNvDW_600x450.jpg,"ONLY 10K MILES! 2018 CHEVY SILVERADO 1500 HIGH COUNTRY 4X4 PICKUP FOR SALE! LIKE NEW! CREW CAB! SHORT BED! EXTERIOR IS SPOTLESS! NO RUST OR DAMAGE! NO SCRATCHES OR DENTS! UNDERCARRIAGE IS LIKE NEW! WHEELS AND TIRES ARE LIKE NEW! HARD TONNEAU COVER IS LIKE NEW! UNDER THE HOOD IS CLEAN AND LIKE NEW! INTERIOR IS SPOTLESS! EXTRA CLEAN! LOADED WITH ALL YOU NEED! HEATD AND COOLED LEATHER SEATING! NAVIGATION! BLUE TOOTH CONNECTIVITY! SATELLITE RADIO! MOONROOF AND MORE! POWERFUL 6.2 LITER  ENGINE GETS GREAT FUEL ECONOMY! THIS TRUCK LOOKS, RUNS AND PERFORMS LIKE NEW! REMAINING FACTORY WARRANTY INCLUDED! CALL LA AUTO SALES IN LAPEER FOR MORE INFORMATION 810-660-8241 FINANCING AVAILABLE! WE ARE FAMILY OWNED AND OPERATED AND WOULD LOVE THE OPPORTUNITY TO EARN YOUR BUSINESS!    LA AUTO SALES   48 W GENESEE ST    LAPEER, MI 48446    PHONE: 810-660-8241    WEB: WWW.LAAUTOSALESLAPEER.COM    LA AUTO SALES!    THE AREA'S #1 BEST QUALITY AUTO DEALER!",mi,43.0447,-83.3128
7043623413,https://gainesville.craigslist.org/ctd/d/orlando-2018-dodge-charger-sxt-plus-729/7043623413.html,gainesville,https://gainesville.craigslist.org,1,2018,dodge,charger,excellent,10 cylinders,gas,7655,clean,other,2C3CDXHG1JH164418,4wd,compact,sedan,black,https://images.craigslist.org/00V0V_hiG52Qn0Ys2_600x450.jpg,"CREDIT AMNESTY!Â  PAYMENTS AS LOW AS $99 A MONTH!! SE HABLA ESPANOL !!OPEN SUNDAY!!Â ASK ABOUT 90 DAYS TILL FIRST PAYMENT!ALL TRADES ACCEPTED!!www(.)WORLDAUTOSINC(.)com - CALL MARK (407) 770-7123CALL US DIRECTLY AT (407) 412-6944Â WORLDAUTO786 @ yahoo(.)com6231 SOUTH ORANGE BLOSSOM TRAIL, ORLANDO, FL 32809Â RIGHT BY THE FLORIDA MALL!!! DRIVE IT HOME TODAY! CALL OR TEXT TO MAKE AN APPOINTMENT AND CONFIRM AVAILABILITY! CALL OR TEXT MARK (407) 770-7123, SI HABLA ESPANOL (407) 770-7123 ASK FOR MARK OR JAMES!! OR VISIT WWW(.)WORLDAUTOSINC(.)COM Stop by Our Dealership Today To See This One In Person!! Our Friendly Staff Can Assist You With Any Questions or Concerns You May Have On Any Of Our Quality Vehicles.  We have over 35 Lenders available to help with your needs! Over 25 Sub-Prime banks to help with our Second Chance customers! Prime Lenders available to ALL! Credit Unions also available to our Top Tier customers! Our Experienced Staff are Ready to Assist You With All Your FINANCING Needs.  Down Payments Start As Low As $0 (Ask about our ZERO $ DOWN Program)  Ask about the $500 CASH BACK program with ZERO DOWN. CALL NOW for more information  We Pay TOP DOLLAR for your TRADE-IN and accept all makes and models  First payment in 45 DAYS or UP TO 90 DAYS!! We are the BANK WE ALSO HAVE A GREAT BUY HERE PAY HERE PROGRAM FOR EQUITY BUYERS!! FREE Transportation to anywhere in the United States   -WE FINANCE EVERYONE- GOOD/BAD/NO CREDIT- NO SOCIAL - NO TAX ID - NO EINÂ - NO JOBÂ - WE ACCEPT ALL FORMS OF PAYMENTS & CURRENCIESÂ -Â NO PROBLEM!!!-INTERNATIONAL BUYERS PROGRAMÂ - NO PASSPORT REQUIREDÂ - ANY ID WORKSÂ - OUT OF STATE CUSTOMER PROGRAMÂ - INTEREST FREE FINANCING*Â -Â SKIP THE LINE, APPLY ONLINE!-WE SHIP WORLD-WIDE DIRECTLY TO YOUR DRIVEWAY OR DOORSTEP!-WE HAVE A PROGRAM FOR EVERY CREDIT SITUATION- APPROVED! -COMPETITIVE RATES- LOW DOWN PAYMENTS- LOW MONTHLY PAYMENTS! -SECOND-CHANCE FINANCING- FOR THE CREDIT CHALLENGED! -FIRST TIME BUYER'S PROGRAM- FOR PEOPLE WITH NO CREDIT! -HAND PICKED, LOW MILEAGE, CLEAN VEHICLES- BEST PRICES IN TOWN! -OPEN OR DISCHARGED BANKRUPTCIES APPROVED!! -EXTENDED WARRANTIES FINANCEABLE! TRADE-INS WELCOME! WE BUY USED CARS!  2018 Dodge Charger SXT Plus - $24,999  2018 - Dodge - Charger - SXT Plus with 7,655 miles.  Stock #: 164418 VIN: 2C3CDXHG1JH164418   It has a  Select Transmission with Pitch Black Clearcoat Exterior.     ENGANCHE TAN BAJOS COMO $0 (PREGUNTAR DEL PROGRAMA DE ZERO DE ENGANCHE).  Nosotros Pagamos EL DOLLAR MAS ALTO Por Su INTERCAMBIO DE VEHICULO y aceptamos todas las marcas y modelos.    *FINACIAMOS A TODOS-BUENO/MALO/NO CREDITO-NO HAY PROBLEMA  *TENEMOS UN PROGRAMA PARA TODA CLASE DE SITUCION DE CREDITO-APROVADO!  *TARIFAS COMPETIVAS-PAGOS INICIALES BAJOS- PAGOS MENSUALES BAJOS * SEGUNDA OPORTUNIDAD DE FINANCIACION- PROBLEMAS DE CREDITO!  *PROGRAM PARA PRIMER COMPRADOR-PARA PERSONA SIN CREDITO!  *ESCOGIDO PERSONAL, BAJO EN KILOMETRAJE, VEHICULOS LIMPIO- LOS MEJORES PRICIOS EN EL PUEBLO!  *TAMBIEN TENEMOS FINANCIAMIENTO DISPONIBLE PARA PERSONAS CON BANCA ROTA! *GARANTIAS EXTENDIDAS DISPONIBLES-INTERCAMBIO DE VEHICULO BIENVENIDO! COMPRAMOS VEHICULOS USADOS!  *HABLAME LLAMAME AHORA! (407) 770-7123 PREGUNTA POR JON!!!!                                       All offers, deals are based upon approved credit, NOT EVERYONE QUALIFIES. WEEKLY PAYMENTS ARE BASED UPONÂ  4.9 APR at 84 month term. All Internet special prices listed are subject to change. Down payments may vary based upon your income and credit score. Please call to make appointment and confirm availability!                         BatchID: I4GLZ1B4FXID: 13506879",fl,28.4661,-81.3964
7047564992,https://honolulu.craigslist.org/oah/ctd/d/wake-island-2011-dodge-grand-caravan/7047564992.html,hawaii,https://honolulu.craigslist.org,0,2011,dodge,grand caravan,excellent,6 cylinders,gas,49463,clean,automatic,2D4RN4DG1BR773613,fwd,mid-size,mini-van,white,https://images.craigslist.org/00T0T_9BmPk9t75mR_600x450.jpg,"2011 Dodge Grand Caravan 4dr Wgn Express Mini-Van We Buy Vehicle & PAY-OFF The Loan(2009 UP)Call (or text) â (808) 372â9874 4 Wheels Auto 1299 Hart Street, North Nimitz Highway , Waiakamilo Road, HONOLULU, HI 96817Or use the link belowto view more information!http://www.4wheelsautollc.comYear : 2011Make : DodgeModel : Grand CaravanMileage : 49,463 milesTransmission : AutomaticExterior Color : WhiteInterior Color : GraySeries : Mini-VanDrivetrain :  FWDCondition : ExcellentVIN : 2D4RN4DG1BR773613Stock ID : 773613Engine : 3.6L 283.0hp> > >  < < < Description of this Dodge Grand Caravan 4dr Wgn Express Mini-Vanâ FOR MORE OF OUR ADS ON CRAIGSLIST, CHECK OUT THIS PAGE :https://www.craigslist.org/search/ctd?query=4wheelsautollc.comâ FOR MORE OF OUR TRUCKS & VAN VISIT:http://www.4wheelsautollc.comOptional equipment of this Dodge Grand Caravan 4dr Wgn Express Mini-Van   Call (or Text)  (808) 372â9874 for quick answers to your questions about this Dodge Grand Caravan 4dr Wgn Express.***** Dodge Grand Caravan 4dr Wgn Express Mini-Van *****2012, 2013, 2014, 2011, 2010, 2009, 2008, Dodge, Grand Caravan, Avenger, Caravan, Caliber, Challenger, [Model5]Disclaimer :  ALOHA FROM 4WHEELS AUTO Visit our website WWW.4WHEELSAUTOLLC.COM to view our complete inventory  4 WHEELS AUTO ONE OF THE LARGEST SELECTION OF COMMERCIAL  TRUCKS , VAN  & PER-OWNED VEHICLES LOWEST PRICE  & LOWEST MILES  CHEVROLET  SILVERADO 1500 , 2500, 3500 / FLAT BED / COMMERCIAL TRUCK DIESEL TRUCKS /WITH  UTILITY  BOX OR LIFT GATE/ DUMP TRUCKS CHEVY EXPRESS CARGO & PASSENGER ,SUV FORD TRUCKS, F150 , 250, 350, 450, 550,... FORD VANS, E150, 250, 350, FORD TRANSIT ,.. DODGE RAM ,DODGE GRAND CARE VAN, TOYOTA TACOMA ,HONDA , NISSAN , JEEP ,.... SUV , SEDAN , 4DR, 2DR  , ... PASSENGER VAN  , 8  ,12, 15 PASSENGER/ BUS, .... STEP SIDE VAN CHASSIS , LOW MILES LUNCH WAGONS , NEIGHBOR ISLANDS....VERY WELCOME,Don't WORRY WE CAN HELP YOU WITH THE SHIPPING WE ARE CROSS STREET FROM YOUNG BROTHER  WE MAKE RESERVATION  & DELIVERY YOUR VEHICLE  TO  YOUNG BROTHER , SHIPPING  WILL BE ( C.O.D )  MOST VEHICLE COMES WITH : FREE OIL CHANGE FREE SAFETY CHECK   MILITARY FINANCING  CREDIT UNION FINANCING,LOCAL BANK  ALL TYPES OF CREDIT ,FIRST TIME BUYERS ,BAD CREDIT , BK CLIENTS       NO PROBLEM!!  COMMERCIAL & BUSINESSES FINANCING WITH  LOW INTEREST RATE YOU CAN LEASE A TRUCK & VAN THROUGH YOUR BUSINESS . WE ARE PROVIDE YOU  WITH SOME OF THE BEST LANDE ,LOCAL CREDIT UNION OR MAINLAND FINANCIAL INSTITUTIONS  APPLY ON LINE & GET PER-APPROVED   TRADE-INS WELCOME , WE  BUY  CARS  CASH  or  PAYOFF WE BUY  VEHICLES & PAY -OFF THE BANK LOAN (2009 UP) CALL NOW. (808)372-9874. &. (808)848-1949  for more information  MONDAY-SATURDAY 10:00 AM - 5:00 PM SUNDAY BY APPOINTMENT   1299 HART Street , HONOLULU HI 96817  North Nimitz HWY & WAIAKAMILO Rd  (Cross Street from Young Brother Shipping Company )  MAHALO We Buy Vehicle & PAY-OFF The Loan(2009 UP)Call (or text) â (808) 372â9874 4 Wheels Auto 1299 Hart Street, North Nimitz Highway , Waiakamilo Road, HONOLULU, HI 96817Or use the link belowto view more information!http://www.4wheelsautollc.com*Dodge* *Avenger* *Caravan* *Dodge* Caliber* Dodge* *Challenger* *Automatic* *4dr Wgn Express* *Dodge* *White* *Automatic* *Mini-Van* *3.6L 283.0hp* *FWD* *4 Wheels Auto* *Call us today at (808) 372â9874* *Dodge Grand Caravan 4dr Wgn Express Mini-Van FWD 3.6L 283.0hp* *Dodge* *4dr Wgn Express* *Dodge Grand Caravan 4dr Wgn Express Mini-Van FWD 3.6L 283.0hp**Dodge* *White* *Automatic* *Mini-Van* *3.6L 283.0hp* *FWD* *Call us today at (808) 372â9874* *Dodge* *White* *Automatic* *4 Wheels Auto* *Mini-Van* *3.6L 283.0hp* 2007 2006 2005 2004 2003 2002",hi,21.3205,-157.877
7038162134,https://medford.craigslist.org/cto/d/rogue-river-97-ford-150-pick-up/7038162134.html,medford-ashland,https://medford.craigslist.org,3400,1997,ford,f-150,good,8 cylinders,gas,125,clean,automatic,,4wd,full-size,pickup,red,https://images.craigslist.org/00r0r_5bvrWbcs8xh_600x450.jpg,"1997 Ford F-150 with a F-250 chassis/suspension. 5.4 L Triton motor, 4X4 Lariat Off Road Edition. 106,000 miles. Canopy shell included.  For questions, please contact by telephone. No texts or emails please.",or,42.5351,-123.161
7046797282,https://tucson.craigslist.org/ctd/d/tucson-2017-ford-150-xlt-4x2-4dr/7046797282.html,tucson,https://tucson.craigslist.org,33999,2017,ford,f-150,excellent,6 cylinders,gas,41000,clean,automatic,,rwd,full-size,truck,silver,https://images.craigslist.org/00n0n_i0cQPVBDTiK_600x450.jpg,"Truck Stop is Southern Arizonaâs Custom Truck & SUV Specialist with FINANCING FOR EVERYONE! We have bank financing available as well as Buy Here Pay Here. Family owned and operated for almost 25 Years we are an A+ accredited business with BBB!!! Donât let other dealers tell you no, come in to the Truck Stop and let us put you in the Truck of your dreams! Call or Text Satchel @ (520) 977-6402 or visit our website for more info @ Truckstopinc.com!!!",az,32.2014,-110.875
7041846176,https://southcoast.craigslist.org/ctd/d/seekonk-2013-ford-focus-se-95k-miles/7041846176.html,south coast,https://southcoast.craigslist.org,5800,2013,ford,focus,excellent,4 cylinders,gas,95000,clean,automatic,,fwd,compact,sedan,silver,https://images.craigslist.org/00a0a_ddSf5RUR0Uo_600x450.jpg,"2013 Ford Focus SE Cash Price- $5,800-  Silver paint with chrome accents and badges and a black on black leather interior. OEM chrome rims all in great shape. Wide body headlights and integrated turn signals. Very clean all around. No noteworthy flaws by my standards.   92K Miles  4-Cyl Automatic Transmission   All original owners manuals and books are included  Just a few details about the car- *Bluetooth connectivity  *Fords 'SYNC' (Voice commands etc) All power 1-touch windows, mirrors, locks, etc.  *Built in USB and Aux input *Power seat (height adjustable)  *Blind spot eliminating side view mirrors (Has the secondary rounded mirrors)  Price is supposed to be $6,795- SO- no mentioning to the head honchos here about my lil internet discount!  $5,800-  Is bottom dollar - no ifs, ands, or buts   Thank you for reading!!!!! Please call or text me directly with inquiries. I do not often check my email! ------------------------------------------------------  Tons of other options! All difference price ranges. Happy to take in a trade if it helps you to get the vehicle you truly want!  Reach out with any inquiries.  Happy to help!!!",ma,41.8378,-71.3224
7049283654,https://norfolk.craigslist.org/ctd/d/chesapeake-1998-honda-accord/7049283654.html,norfolk / hampton roads,https://norfolk.craigslist.org,2350,1998,honda,accord,excellent,4 cylinders,gas,220232,clean,automatic,,fwd,mid-size,sedan,purple,https://images.craigslist.org/00w0w_8HNdu2iqfJo_600x450.jpg,This is a nice clean car runs and drives great has been newly inspected 12/20 also has     - sunroof  - cd player - cloth seats  - a/c     please call (757)747-6090 or text (757)373-5194,va,36.8072,-76.2213
